"GeneID","LWC142","LWC143","LWC148","LWC153","LWC157","LWC162"
"SMOC1",85,101,143,150,342,300
"SMOC2",0,5,0,0,0,0
"SMOX",277,21,411,342,413,418
"SMPD2",2,23,2,8,33,8
"SMPD3",109,82,44,108,104,72
"SMPD4",1444,1408,1003,1394,1634,824
"SMPDL3A",378,385,239,450,345,133
"SMPDL3B",195,1017,401,911,690,619
"SMPX",484,460,416,490,301,436
"SMS",1291,1552,1126,1191,1358,864
"SMTN",6,72,5,41,68,15
"SMTNL1",6,56,18,98,114,68
"SMTNL2",13,89,20,8,18,24
"SMU1",1957,2078,680,3153,2999,978
"SMURF1",1175,1465,694,1397,1888,773
"SMURF2",7355,13475,5031,8166,8236,3934
"SMYD1",0,11,0,0,0,1
"SMYD2",648,1487,186,499,533,423
"SMYD3",300,344,345,328,326,254
"SMYD4",1224,2324,1005,2184,3105,1687
"SMYD5",32,107,33,144,186,146
"SNAI1",1,13,2,3,2,2
"SNAI2",0,2,0,0,0,0
"SNAP23",1405,1427,1484,1995,2136,1310
"SNAP25",1,13,4,0,2,0
"SNAP29",3601,3720,2765,3481,4909,2544
"SNAP47",120,230,49,192,438,151
"SNAP91",24,51,19,6,53,23
"SNAPC1",308,543,791,460,837,765
"SNAPC2",239,700,174,781,1144,556
"SNAPC3",461,520,181,882,315,276
"SNAPC4",3923,4621,2392,4245,6804,2767
"SNAPC5",182,250,135,127,334,217
"SNAPIN",811,950,466,1020,1153,719
"SNCA",0,3,0,0,0,0
"SNCB",0,19,0,1,0,0
"SNCG",0,3,0,0,0,0
"SNED1",25,85,36,95,86,43
"SNF8",130,348,268,264,294,374
"SNIP1",2582,2919,1342,2761,3823,1244
"SNN",915,1790,575,981,994,651
"SNORC",210,364,124,429,591,150
"SNPH",0,43,1,3,1,0
"SNRK",11638,11976,5257,9417,10890,5685
"SNRNP200",809,2001,419,2096,3996,1075
"SNRNP25",447,435,500,278,420,407
"SNRNP27",1486,2080,1490,1504,2205,1418
"SNRNP35",191,344,92,210,196,155
"SNRNP40",1071,1107,933,1396,2363,928
"SNRNP48",1755,1834,2549,1686,3447,2951
"SNRPA1",865,739,563,1097,1184,343
"SNRPB",331,478,178,536,823,263
"SNRPB2",7905,7229,9722,6507,7936,5617
"SNRPC",791,963,685,1961,1823,728
"SNRPD1",267,181,363,261,474,444
"SNRPD2",556,406,939,672,949,479
"SNRPD3",1517,1375,1189,1494,1846,1047
"SNRPE",718,733,701,1023,1200,760
"SNRPF",100,88,266,127,303,328
"SNTA1",0,27,3,0,1,1
"SNTB1",150,224,65,145,273,112
"SNTB2",6,47,4,80,43,21
"SNTG1",0,11,0,0,1,0
"SNTG2",0,8,0,0,1,1
"SNTN",0,1,0,0,0,0
"SNU13",4282,4642,4232,4045,4539,1954
"SNUPN",773,1343,807,1363,1615,814
"SNW1",8020,9147,6718,6257,8592,5004
"SNX1",580,544,613,796,1781,967
"SNX10",1250,1175,1294,1700,1747,1384
"SNX11",259,598,531,956,907,1317
"SNX12",1341,2008,1590,2420,3154,1983
"SNX13",9028,9517,6903,8756,9487,5857
"SNX14",2898,5054,2417,5142,4314,2152
"SNX16",277,306,72,189,302,138
"SNX17",224,496,88,260,325,244
"SNX18",20,76,13,80,77,37
"SNX19",211,548,193,916,798,467
"SNX2",1151,1788,1369,2411,1490,1168
"SNX20",2858,1633,15607,1901,3170,7795
"SNX21",8,72,10,80,72,53
"SNX22",1,12,3,2,35,22
"SNX24",28,108,63,108,52,33
"SNX25",49,83,149,50,95,105
"SNX27",139,147,96,142,176,77
"SNX29",2208,2459,2089,2246,1581,1463
"SNX3",1723,1838,1335,2136,2300,1457
"SNX30",215,266,209,350,657,371
"SNX31",17,7,44,25,49,60
"SNX33",156,220,196,465,528,326
"SNX4",1891,2557,2331,2357,1730,1822
"SNX5",3604,3418,6100,3312,4287,3425
"SNX6",2537,3121,2318,2660,2582,1597
"SNX7",36,58,50,80,140,102
"SNX8",170,304,168,63,273,169
"SNX9",3640,3916,3442,3650,4709,2884
"SOAT1",48,47,6,23,115,37
"SOCS1",132,821,192,1334,1007,558
"SOCS2",8,89,4,4,16,14
"SOCS3",26,88,8,38,145,60
"SOCS4",61,158,46,45,125,59
"SOCS5",382,351,230,237,475,247
"SOCS6",1142,1626,821,1701,1332,1055
"SOCS7",60,136,8,90,106,66
"SOD1",1748,3262,2682,2852,6655,2839
"SOD2",4720,4326,9231,5104,4453,5156
"SOD3",361,227,179,212,611,481
"SOGA1",14,84,7,41,132,53
"SOGA3",13,30,3,15,22,1
"SON",33234,63089,25878,49473,69019,25275
"SORBS1",243,386,237,154,392,306
"SORBS2",4,23,8,4,6,16
"SORBS3",0,20,5,5,2,4
"SORCS1",1,19,1,2,1,7
"SORCS2",0,28,0,0,0,0
"SORCS3",6,15,0,0,3,2
"SORD",7,23,4,19,36,14
"SORL1",81,320,72,161,311,326
"SORT1",28,144,31,133,234,72
"SOS1",5112,9248,2965,6645,8258,2866
"SOS2",924,1115,740,909,1179,595
"SOST",70,90,27,52,132,50
"SOSTDC1",0,5,0,0,1,0
"SOWAHA",1,11,1,3,2,3
"SOWAHB",1,14,0,0,0,0
"SOWAHC",3,20,0,1,9,2
"SOWAHD",31,51,39,49,88,43
"SOX1",0,20,0,0,0,0
"SOX10",3,14,1,5,4,7
"SOX11",2,15,0,4,6,1
"SOX12",0,7,0,0,0,1
"SOX13",11,40,5,16,35,23
"SOX14",0,0,0,0,0,0
"SOX18",0,11,0,0,2,0
"SOX2",0,9,0,0,0,0
"SOX21",2,25,2,2,10,8
"SOX30",2,11,1,2,3,2
"SOX4",26,79,37,60,88,48
"SOX5",22,27,0,23,27,2
"SOX6",45673,37110,47921,37650,39197,32737
"SOX7",1,12,12,7,13,8
"SOX8",1,10,1,0,0,0
"SOX9",0,6,2,0,0,0
"SP2",169,469,135,499,644,306
"SP3",4779,4643,5394,5355,6061,5052
"SP4",2273,2991,2041,2244,3747,1501
"SP5",0,28,0,3,4,1
"SP6",3,24,3,4,0,1
"SP7",0,2,1,0,0,0
"SP8",0,15,0,0,0,1
"SP9",0,14,0,0,2,2
"SPACA1",0,1,0,0,0,0
"SPACA6",0,7,0,0,0,0
"SPACA9",152,89,111,154,115,47
"SPAG1",396,523,306,396,438,246
"SPAG16",2,9,4,0,1,2
"SPAG17",44,65,18,41,53,18
"SPAG5",15,46,13,15,45,9
"SPAG6",5,16,1,6,3,6
"SPAG8",0,6,4,0,3,1
"SPAG9",5213,5188,3006,5445,6669,3163
"SPARC",2,9,7,1,14,5
"SPARCL1",213,465,68,351,125,156
"SPART",1246,3884,2510,1712,3897,2610
"SPAST",1914,2219,1448,2278,3469,1723
"SPATA1",40,80,53,89,83,90
"SPATA13",41,99,40,32,80,47
"SPATA16",0,6,1,0,0,0
"SPATA17",7,7,0,2,1,0
"SPATA18",21,54,6,7,23,10
"SPATA2",1140,1673,1324,1449,1666,1059
"SPATA20",189,276,97,378,534,400
"SPATA22",2,3,0,3,0,0
"SPATA2L",92,316,49,308,359,198
"SPATA46",0,6,0,0,0,0
"SPATA48",1,5,0,0,0,0
"SPATA5",1685,1487,1130,1489,1564,1026
"SPATA5L1",653,752,684,774,986,599
"SPATA6",570,591,554,1018,653,599
"SPATA7",1,14,2,5,3,1
"SPATS2",290,283,128,299,403,158
"SPATS2L",38,32,11,16,22,12
"SPC25",184,156,267,219,190,241
"SPCS1",185,215,154,272,309,206
"SPCS2",1088,1246,996,903,1116,711
"SPCS3",338,459,346,449,497,298
"SPDEF",10,135,6,25,76,8
"SPDL1",333,454,358,300,398,247
"SPDYA",376,550,297,682,501,329
"SPECC1",412,319,164,213,582,182
"SPECC1L",1354,1495,1280,1260,1285,1293
"SPEF2",6,9,10,11,8,3
"SPEG",3,109,21,21,0,1
"SPEN",3770,5816,1996,4560,5039,1835
"SPG11",3178,3796,2350,4049,5094,2345
"SPG21",1384,1423,1450,1328,1954,1159
"SPHK1",502,1520,304,1638,1840,1174
"SPI1",1079,1414,1108,521,2695,895
"SPIC",0,1,0,0,0,0
"SPICE1",3097,4678,2984,4220,4248,2994
"SPIDR",303,386,230,278,452,127
"SPIN1",1027,1388,1036,2187,1281,780
"SPINK1",0,3,0,0,0,0
"SPINK2",29,55,49,13,56,44
"SPINK4",12,1,17,10,43,45
"SPINT1",21,24,10,13,44,20
"SPINT2",91,335,100,334,263,118
"SPIRE1",32,48,23,22,38,15
"SPIRE2",4,48,5,18,21,12
"SPNS2",9,63,10,8,7,12
"SPNS3",56,112,58,37,132,33
"SPO11",371,396,561,441,255,853
"SPOCK1",3,11,0,0,1,0
"SPOCK2",16,21,90,13,119,40
"SPOCK3",0,9,1,0,2,2
"SPON1",0,8,0,0,1,0
"SPON2",0,7,0,4,3,1
"SPOPL",1891,3168,2475,3073,2673,2118
"SPOUT1",752,767,599,752,1470,782
"SPP1",0,4,2,0,0,38
"SPP2",0,3,0,0,0,0
"SPPL2A",2779,3015,3399,3659,3631,3418
"SPPL2B",2702,2559,1979,2948,3276,1881
"SPPL3",2419,2802,1305,2919,2705,1215
"SPR",3,12,0,5,9,7
"SPRED1",42,235,102,163,65,50
"SPRED2",190,89,261,305,173,205
"SPRING1",484,383,317,453,897,448
"SPRTN",1642,3229,1550,2634,3180,1464
"SPRY1",6,15,4,11,10,10
"SPRY2",2,10,4,0,2,4
"SPRY3",0,29,1,1,0,0
"SPRY4",0,9,0,0,0,0
"SPRYD7",959,949,1151,821,1099,1027
"SPSB1",1763,2215,3201,2760,4018,4494
"SPSB3",867,934,745,1113,961,792
"SPSB4",27,65,41,28,39,14
"SPTAN1",25975,26660,22744,33636,35832,37939
"SPTB",1537,4572,2190,9719,7252,8166
"SPTBN1",495,531,389,468,1471,456
"SPTBN5",4580,4783,1067,5669,5343,1129
"SPTLC1",607,798,432,1081,775,426
"SPTLC2",3055,2919,1297,3596,3742,1610
"SPTLC3",7,27,0,0,12,3
"SPTSSA",856,1279,622,898,1192,655
"SPTY2D1",2903,3499,1850,3522,5161,1927
"SPX",2,2,0,0,2,1
"SQLE",10,15,1,7,17,34
"SQOR",6703,9026,7043,8366,8727,5044
"SQSTM1",2960,2977,1797,3176,3661,2309
"SRBD1",1301,766,795,754,999,686
"SRC",21,97,9,34,90,39
"SRCIN1",1,62,4,2,1,1
"SRD5A2",0,0,0,0,0,0
"SRD5A3",364,646,453,531,722,421
"SREBF1",8,48,4,21,23,14
"SREBF2",105,174,45,201,366,205
"SREK1",3275,3186,2722,6050,3343,2211
"SREK1IP1",1707,1223,1221,2191,1298,1030
"SRF",381,1215,390,1647,2749,1030
"SRFBP1",706,988,805,1462,805,562
"SRGAP1",130,246,54,166,274,231
"SRGAP2",42,101,15,31,138,37
"SRGN",271,561,323,250,785,283
"SRI",1299,1525,2114,1629,2294,1979
"SRL",2,12,1,1,0,0
"SRM",167,173,363,155,416,638
"SRMS",4,31,2,18,79,9
"SRP14",1944,1817,2479,2106,1810,1806
"SRP19",825,672,987,1296,1244,1375
"SRP54",5762,6601,6278,6469,6315,4410
"SRP68",659,925,652,927,1771,747
"SRP72",636,910,475,846,968,575
"SRP9",3458,5092,2377,3411,4471,1654
"SRPK1",2834,3092,2163,3009,4101,2073
"SRPK2",186,251,231,198,320,227
"SRPRA",355,651,182,733,950,446
"SRPX",4,13,4,4,4,9
"SRPX2",0,30,0,2,3,1
"SRR",216,287,224,276,357,264
"SRRD",416,1747,670,1239,1654,736
"SRRM1",1712,1671,1065,1615,2440,1121
"SRRM3",2,26,2,2,7,1
"SRRM4",0,29,0,0,1,0
"SRSF1",3990,12609,2643,9071,10195,4047
"SRSF10",2767,4696,2338,4113,4428,1789
"SRSF11",2017,2646,1677,3474,3676,2280
"SRSF2",612,1219,448,1178,1745,672
"SRSF3",4108,3868,2612,3156,4608,2876
"SRSF4",178,158,121,191,349,147
"SRSF5",3124,5741,1725,5037,8861,3460
"SRSF6",2198,3072,1725,2954,3507,2019
"SRSF7",195,302,122,293,426,192
"SRXN1",217,681,107,507,1114,427
"SS18",1369,1522,895,1567,2019,1067
"SS18L1",10,15,3,9,5,9
"SS18L2",710,678,448,335,828,326
"SSB",1055,1448,885,1253,1134,676
"SSBP2",8217,12758,14727,13692,11328,12265
"SSBP3",2782,4008,2578,3607,6221,3560
"SSBP4",27,39,21,49,70,149
"SSC4D",0,15,0,0,0,0
"SSH1",363,611,242,446,612,370
"SSH2",691,1564,766,1453,2834,1274
"SSH3",28,98,20,24,93,51
"SSPN",0,9,0,0,0,0
"SSR1",1712,2271,1778,1792,2732,1253
"SSR2",1273,1205,1513,1699,1824,1941
"SSR3",1921,2376,2967,2593,2867,2456
"SSRP1",517,1106,345,1789,2544,872
"SST",0,7,1,0,0,0
"SSTR1",3,45,2,2,3,1
"SSTR2",0,18,7,5,8,2
"SSTR3",18,29,9,7,51,13
"SSTR4",0,13,0,1,2,0
"SSTR5",0,8,0,0,0,0
"SSU72",2760,3157,3003,2837,3313,2027
"SSUH2",0,5,0,0,0,0
"ST13",2641,3667,1819,3172,4242,1907
"ST14",42,149,26,183,200,54
"ST18",1,15,1,1,0,0
"ST3GAL1",9,32,61,21,53,21
"ST3GAL2",8,72,12,34,69,8
"ST3GAL3",66,94,24,37,78,25
"ST3GAL4",13,43,7,9,46,10
"ST3GAL5",4056,4621,5997,4442,4721,5606
"ST3GAL6",2258,3527,1833,2512,2172,2524
"ST6GAL1",93,136,132,127,310,173
"ST6GAL2",0,8,0,0,1,0
"ST6GALNAC1",222,153,104,192,468,130
"ST6GALNAC2",1707,4669,1689,3479,3509,2828
"ST6GALNAC3",1,9,192,6,114,476
"ST6GALNAC4",10,49,4,53,60,35
"ST6GALNAC5",44,51,11,46,22,15
"ST6GALNAC6",4,40,2,10,47,5
"ST7",314,281,501,180,314,250
"ST7L",2614,3199,2197,3470,3457,2247
"ST8SIA1",3789,6225,6316,4798,6001,6510
"ST8SIA2",1,14,0,0,0,1
"ST8SIA3",0,25,0,3,0,0
"ST8SIA4",8557,12721,6914,18159,7674,4485
"ST8SIA5",4,8,0,4,5,3
"ST8SIA6",10,36,10,32,19,10
"STAB1",189,299,101,305,462,191
"STAB2",20,101,14,13,24,23
"STAC",2,9,0,1,2,0
"STAC2",2,36,7,42,32,15
"STAC3",15,64,20,103,97,34
"STAG1",1692,2033,1363,1253,1936,997
"STAG2",20525,21719,14746,21021,19338,10722
"STAG3",1,56,3,23,15,10
"STAM",1900,2761,1620,1933,2279,1504
"STAM2",5651,6943,4697,6620,9097,4256
"STAMBPL1",13,36,12,42,39,16
"STAP1",7,5,6,21,5,5
"STAR",7,63,7,11,16,21
"STARD10",2,17,1,12,14,18
"STARD13",1,11,0,6,0,2
"STARD3",220,560,237,689,708,467
"STARD3NL",331,546,207,544,506,247
"STARD4",459,878,306,968,924,446
"STARD5",86,227,58,152,180,144
"STARD6",427,459,382,661,543,363
"STARD8",41,70,30,109,142,50
"STARD9",33,108,32,43,60,21
"STAT1",10590,17266,11796,33014,26794,16007
"STAT2",201,517,196,1883,1129,541
"STAT3",555,1528,404,2108,3673,1289
"STAT4",253,180,210,613,279,268
"STAT6",11,157,15,61,199,78
"STAU1",559,515,547,632,707,484
"STAU2",1277,954,1193,842,1181,770
"STBD1",0,5,0,2,0,0
"STC1",12,21,7,15,36,5
"STC2",0,16,0,0,0,0
"STEAP1",71,21,0,2,110,8
"STEAP2",7,12,0,3,22,0
"STEAP3",78,43,184,253,300,417
"STEAP4",2244,3297,523,464,6178,1261
"STEEP1",1246,1561,1288,1164,1294,959
"STIL",633,708,348,759,864,334
"STIM1",360,433,171,408,559,218
"STIM2",439,584,230,312,581,281
"STING1",191,311,205,246,219,282
"STK10",572,1507,404,1293,2431,890
"STK11",2403,2439,1988,2247,2227,1261
"STK16",138,170,275,194,704,364
"STK17A",1200,1333,962,1475,2255,1579
"STK17B",1144,1603,927,1596,1777,869
"STK24",22,38,24,18,27,20
"STK25",823,790,535,1018,1241,790
"STK26",3847,4253,5864,5739,6204,5509
"STK3",7216,10287,8587,9186,8233,6406
"STK31",45,10600,6284,9,139,27
"STK32A",0,14,0,0,0,0
"STK32B",0,7,1,0,0,1
"STK32C",2,52,3,9,25,3
"STK33",2,8,0,0,0,0
"STK35",25,76,0,107,75,24
"STK36",143,293,87,437,448,391
"STK38",7038,8907,5974,6468,11883,5985
"STK38L",1247,989,1007,756,831,555
"STK39",4,15,1,2,7,5
"STK4",7347,7704,4784,7296,9641,5957
"STK40",117,160,82,280,439,192
"STKLD1",37,73,46,60,115,26
"STMN1",115,38,262,80,59,153
"STMN2",0,3,0,2,0,0
"STMN3",3,25,5,5,10,4
"STMN4",0,12,0,0,0,1
"STMND1",56,99,29,51,64,23
"STMP1",1004,1551,2907,1600,1951,1550
"STN1",786,749,484,597,931,415
"STOM",423,735,270,672,849,474
"STOML1",6,25,2,26,18,11
"STOML2",330,306,369,695,616,426
"STOML3",107,144,88,85,209,69
"STON1",4,8,5,34,7,0
"STON2",20,72,24,10,32,18
"STOX1",79,64,26,36,64,20
"STOX2",45,52,40,17,48,50
"STPG1",72,162,58,116,171,101
"STRA6",0,19,0,0,0,0
"STRA8",2,9,2,6,3,0
"STRADA",1069,1201,900,1665,1803,997
"STRADB",932,987,894,1062,1414,949
"STRC",2,40,6,6,0,5
"STRIP1",275,769,257,1019,1260,779
"STRIP2",685,2133,770,821,2066,1365
"STRIT1",0,1,0,0,2,2
"STRN",2316,2937,1080,2922,2983,1447
"STRN3",2906,3635,1986,4062,3464,1838
"STRN4",137,248,100,277,394,217
"STS",890,714,489,534,586,127
"STT3A",55,107,55,75,143,97
"STT3B",1544,1642,837,1490,2481,1104
"STUB1",2495,4420,3407,4764,8133,3640
"STUM",0,21,0,5,0,3
"STX11",252,404,155,222,639,281
"STX12",1501,2275,2784,2670,2920,2647
"STX16",915,1070,729,1551,1477,861
"STX17",354,569,377,775,532,384
"STX18",431,1310,439,1925,1274,734
"STX19",119,58,95,124,74,75
"STX1A",47,149,36,176,269,122
"STX2",2010,1975,1481,2230,2487,1421
"STX3",30,130,43,50,179,50
"STX6",197,377,149,333,788,457
"STX7",1018,1549,1229,914,1878,1135
"STX8",1874,2369,1651,2425,2214,1366
"STXBP1",14,62,13,27,51,22
"STXBP3",1292,1409,1379,1334,1018,1393
"STXBP4",554,483,419,680,454,479
"STXBP5",1548,4057,1379,3352,6200,1811
"STXBP5L",6,14,3,4,8,3
"STXBP6",0,3,0,0,0,2
"STYK1",677,911,719,491,608,560
"STYX",1712,2651,1579,2739,2522,1255
"STYXL1",27,31,30,19,52,20
"STYXL2",0,9,0,1,6,1
"SUB1",2161,1776,3209,3579,1951,2141
"SUCLA2",1347,1714,1079,1742,1419,1101
"SUCLG1",1898,1696,1208,1798,2299,1446
"SUCLG2",164,131,80,106,301,168
"SUCNR1",14,38,14,9,56,13
"SUCO",4435,7310,2109,6207,7812,3637
"SUDS3",4242,3625,4270,4439,5038,3521
"SUFU",820,1206,789,1329,1910,1165
"SUGCT",53,118,59,83,80,37
"SUGP1",2276,1293,766,1426,1978,934
"SUGP2",1507,2019,1080,1296,2110,1155
"SUGT1",1197,1444,1008,1959,1947,893
"SULF1",0,20,0,2,9,4
"SULF2",156,136,139,175,212,105
"SULT1C4",9,15,4,10,5,4
"SULT2B1",0,11,0,3,0,1
"SULT4A1",8,29,6,6,10,10
"SULT6B1",43,31,120,41,33,32
"SUMF1",362,373,356,487,569,273
"SUMF2",250,222,269,257,332,221
"SUMO1",5798,6045,6600,6139,6000,4152
"SUMO2",2591,2877,2014,2581,3792,1635
"SUN1",17663,23221,22239,17063,17589,15207
"SUN2",36,175,39,86,487,110
"SUOX",4093,15156,3673,13889,14945,14147
"SUPT20H",1206,1347,1031,1469,1562,868
"SUPT3H",42,86,34,33,139,48
"SUPT4H1",1448,1230,737,1321,2079,1341
"SUPT5H",250,878,154,735,691,284
"SUPT6H",3447,4217,1572,4443,7541,2574
"SUPT7L",1468,2062,751,2160,2324,762
"SUPV3L1",557,869,492,893,1458,714
"SURF2",225,183,160,202,237,167
"SURF4",272,519,179,411,657,200
"SURF6",498,320,578,443,604,334
"SUSD1",1252,2191,1471,3992,3022,1932
"SUSD2",0,10,0,0,0,0
"SUSD3",14,38,23,17,26,36
"SUSD4",4,3,6,0,6,0
"SUSD5",0,5,0,0,0,0
"SUSD6",3713,6713,2898,5226,9684,3161
"SUV39H2",1810,1871,1429,1656,2272,1621
"SUZ12",3695,6680,3521,4079,8171,3034
"SV2A",9,52,6,37,37,12
"SV2B",0,26,0,0,0,2
"SV2C",0,15,0,2,0,0
"SVEP1",11,44,4,17,25,12
"SVIL",479,976,452,264,1399,483
"SVOPL",70,81,70,309,145,112
"SWAP70",181,319,185,237,477,206
"SWI5",763,820,687,812,1067,722
"SWT1",1347,1483,903,1496,1240,813
"SYAP1",1612,2038,968,1892,1918,851
"SYBU",1,7,0,2,3,0
"SYCE2",3,24,3,21,17,9
"SYCE3",112,139,64,85,138,45
"SYCN",0,10,0,1,4,1
"SYCP1",0,10,1,1,2,1
"SYCP2",10,14,10,4,16,8
"SYCP2L",7,35,2,9,3,3
"SYCP3",20,25,5,11,14,16
"SYDE2",35,41,14,14,19,13
"SYF2",568,537,393,493,921,549
"SYK",124,245,114,254,453,155
"SYMPK",105,192,95,270,247,153
"SYN2",2,14,1,0,3,1
"SYN3",187,187,89,116,149,67
"SYNC",21,43,21,30,68,27
"SYNDIG1",0,8,2,0,0,1
"SYNDIG1L",0,2,0,0,0,0
"SYNE1",1383,3945,1093,1413,3996,1383
"SYNE2",66,153,17,30,106,54
"SYNE3",3795,4315,3208,4847,6611,2903
"SYNGR1",9,88,6,93,250,50
"SYNGR2",32,327,143,154,420,474
"SYNGR3",109,165,131,150,239,141
"SYNJ1",4449,4826,3424,5150,6206,3651
"SYNJ2",463,721,202,649,469,340
"SYNM",20907,38032,15116,24886,27568,11887
"SYNPO",1,42,3,12,5,0
"SYNPO2",1,7,0,0,1,1
"SYNPO2L",3,20,4,3,4,10
"SYNPR",0,13,0,0,0,0
"SYNRG",608,456,297,511,569,388
"SYPL1",3,6,0,0,2,1
"SYPL2",2,17,6,7,3,0
"SYS1",525,839,301,793,865,300
"SYT1",0,16,0,0,0,0
"SYT10",2,15,0,11,1,0
"SYT11",368,845,305,453,714,388
"SYT12",9,37,7,61,63,15
"SYT13",2,9,0,0,0,0
"SYT14",0,12,1,7,3,1
"SYT16",48,177,78,97,218,142
"SYT17",60,249,60,403,95,35
"SYT2",0,28,0,0,0,0
"SYT4",0,3,0,0,0,0
"SYT6",4,12,10,3,20,22
"SYT7",6,49,12,13,33,13
"SYT8",0,34,0,0,0,1
"SYT9",0,10,0,1,1,0
"SYTL1",22,132,12,48,280,49
"SYTL2",76,296,140,36,99,96
"SYTL3",406,625,535,590,963,695
"SYTL4",3,29,8,11,7,17
"SYTL5",1,15,83,12,0,475
"SZRD1",201,309,167,327,372,190
"SZT2",864,1858,700,2878,3536,1471
"TAAR1",0,0,0,0,0,0
"TAB1",605,1243,649,673,1806,712
"TAB2",19059,26389,15973,22890,22820,10787
"TAB3",1375,1814,1249,2152,2480,1213
"TAC1",12,32,6,30,33,8
"TAC3",1,13,2,2,1,0
"TACC1",15,104,21,16,57,18
"TACC2",0,17,1,2,2,0
"TACC3",31588,19940,33594,32700,31936,22692
"TACR1",68,170,559,330,1667,1016
"TACR2",16,19,6,12,22,10
"TACR3",0,3,0,1,0,0
"TACSTD2",179,258,93,197,266,86
"TADA1",576,1025,603,1000,1111,476
"TADA2A",43,85,51,35,83,31
"TADA2B",1065,1706,653,1349,1456,730
"TADA3",105,330,146,386,488,288
"TAF1",6001,6651,4876,7792,7874,5209
"TAF10",347,624,483,821,1123,949
"TAF11",126,111,77,145,254,133
"TAF12",439,552,575,658,844,606
"TAF13",510,528,431,665,892,470
"TAF15",225,141,127,218,465,306
"TAF1A",444,724,434,801,788,483
"TAF1B",1080,1282,814,1523,1291,863
"TAF1C",65,203,114,389,237,176
"TAF1D",1695,2020,2726,1869,2719,2242
"TAF2",2803,3390,1846,3096,3663,2185
"TAF3",805,1095,703,1144,1416,608
"TAF4",2356,2693,1672,2284,3226,1483
"TAF4B",1,15,10,2,3,1
"TAF5",699,772,485,968,1506,933
"TAF5L",722,929,845,1229,1455,832
"TAF7L",841,739,374,956,1361,711
"TAF8",1110,913,564,1089,1298,877
"TAF9B",1251,1419,788,1395,2093,863
"TAFA1",0,10,0,0,0,1
"TAFA2",0,11,0,0,0,0
"TAFA3",1,10,1,3,11,5
"TAFA4",7,5,2,22,4,4
"TAFA5",0,2,0,0,0,0
"TAGLN",9,40,7,74,30,21
"TAGLN3",28,40,6,33,30,10
"TAL1",6800,11025,5154,11759,14332,8623
"TALDO1",549,786,711,347,1207,596
"TAMALIN",28,117,21,54,156,62
"TAMM41",1367,2053,1716,2112,1608,1610
"TANC1",226,252,166,260,274,331
"TANC2",1,49,1,2,3,5
"TANGO2",3434,2050,1595,2531,3186,1527
"TANGO6",275,968,205,1395,1317,684
"TANK",2467,2389,3668,2841,2199,2755
"TAOK1",1938,1989,1008,2279,2298,1403
"TAOK3",10778,10650,9011,11652,12445,7069
"TAP1",743,1698,885,3615,1799,1642
"TAP2",441,1115,666,3572,3054,3761
"TAPBPL",0,14,0,129,4,1
"TAPT1",15999,15179,10208,14370,13544,8647
"TARBP1",578,1007,488,1124,680,753
"TARBP2",86,237,14,264,401,101
"TARS1",1431,1939,1466,4267,1983,2206
"TARS2",23,96,34,100,107,41
"TARS3",6330,5566,7990,7611,7103,6012
"TAS1R1",333,935,252,1100,1333,745
"TAS1R3",5,12,1,6,13,5
"TASL",34,34,21,16,91,21
"TASOR",3594,3162,3623,3441,4023,3212
"TASOR2",154,372,156,610,666,305
"TASP1",517,547,222,646,466,302
"TAT",15,30,5,18,24,3
"TATDN1",1351,2061,1122,1792,2051,946
"TATDN3",746,938,786,770,1026,853
"TAX1BP1",20493,23340,14456,17565,19243,10235
"TAX1BP3",215,258,106,194,394,118
"TBC1D1",214,280,369,139,625,178
"TBC1D10A",39,154,51,122,452,114
"TBC1D12",56,166,55,127,218,117
"TBC1D13",429,841,310,660,1281,658
"TBC1D14",1231,2152,732,1154,2087,1119
"TBC1D15",10577,11753,10730,10872,9355,5308
"TBC1D16",67,146,41,31,363,66
"TBC1D19",9,13,11,7,2,9
"TBC1D2",519,687,344,1338,789,402
"TBC1D20",98,270,95,245,357,280
"TBC1D22A",878,920,627,846,934,591
"TBC1D22B",665,1458,783,3037,4046,1901
"TBC1D23",5820,6334,4852,5284,5703,3417
"TBC1D24",736,1401,1300,1127,2547,1634
"TBC1D2B",4369,4999,2993,6038,6102,3265
"TBC1D30",306,815,130,233,481,237
"TBC1D31",1109,1134,657,1078,1327,722
"TBC1D32",10,16,1,10,8,4
"TBC1D4",206,363,192,225,430,251
"TBC1D5",420,286,379,158,313,235
"TBC1D8",126,180,129,129,177,92
"TBC1D8B",171,406,68,275,295,98
"TBC1D9",16,26,440,29,48,23
"TBC1D9B",2263,3515,1716,3354,4122,2315
"TBCA",1742,1937,5177,3582,2878,4040
"TBCB",848,2940,958,2385,3849,1674
"TBCC",892,2965,658,2252,3244,1418
"TBCCD1",449,835,509,1212,1680,561
"TBCD",310,548,179,412,708,214
"TBCE",2354,2502,2511,2195,2405,2354
"TBCEL",3707,6425,3903,5167,6105,4199
"TBCK",2495,2291,1213,1833,2213,1060
"TBK1",2999,3544,3595,4799,4403,4106
"TBKBP1",2,17,3,6,10,2
"TBL1X",4955,5039,4491,4947,4856,3790
"TBL1XR1",1743,1292,2262,1609,1519,1382
"TBL2",524,897,286,806,1282,513
"TBL3",1568,1984,974,1809,3310,1769
"TBPL1",641,1028,887,1143,1258,628
"TBPL2",15,7,8,9,14,3
